timestamp,province,district,consumption_kwh
2020-01-01 04:12:00,Gitega,Gitega_District_3,380.3391639486003
2020-01-01 20:08:00,Bururi,Bururi_District_1,319.629786102911
2020-01-01 13:01:00,Kirundo,Kirundo_District_1,670.5306441663141
2020-01-01 16:46:00,Kayanza,Kayanza_District_5,466.2964703291983
2020-01-01 20:28:00,Rumonge,Rumonge_District_1,733.6141776892299
2020-01-01 01:46:00,Bururi,Bururi_District_5,380.81766000474005
2020-01-01 03:51:00,Gitega,Gitega_District_2,369.53999650170124
2020-01-01 15:06:00,Karusi,Karusi_District_2,400.49098978345893
2020-01-01 21:13:00,Bubanza,Bubanza_District_2,469.8040001762941
2020-01-01 16:56:00,Ngozi,Ngozi_District_1,427.8413282887913
2020-01-01 18:54:00,Cibitoke,Cibitoke_District_1,369.8067328656312
2020-01-01 10:23:00,Cankuzo,Cankuzo_District_2,607.9609027317606
2020-01-01 16:29:00,Ruyigi,Ruyigi_District_1,384.1519010818677
2020-01-01 01:57:00,Rumonge,Rumonge_District_3,535.142545485739
2020-01-01 00:57:00,Muyinga,Muyinga_District_3,470.7085149196232
2020-01-01 02:16:00,Gitega,Gitega_District_2,414.702924976886
2020-01-01 17:17:00,Ruyigi,Ruyigi_District_2,283.40589594908016
2020-01-01 07:17:00,Muramvya,Muramvya_District_2,746.8589956759403
2020-01-01 00:14:00,Makamba,Makamba_District_2,537.4549129966287
2020-01-01 01:21:00,Muramvya,Muramvya_District_3,565.3715537523153
2020-01-01 08:41:00,Bururi,Bururi_District_3,534.7133909795848
2020-01-01 17:42:00,Rutana,Rutana_District_3,628.3543675895745
2020-01-01 19:14:00,Cankuzo,Cankuzo_District_3,491.5715810694926
2020-01-01 06:01:00,Kirundo,Kirundo_District_1,536.5139967058989
2020-01-01 22:35:00,Bubanza,Bubanza_District_1,495.45137621113304
2020-01-01 13:07:00,Kayanza,Kayanza_District_2,414.6091911168908
2020-01-01 07:14:00,Kirundo,Kirundo_District_3,488.42573443338756
2020-01-01 20:20:00,Cankuzo,Cankuzo_District_2,644.7725552719265
2020-01-01 05:31:00,Gitega,Gitega_District_1,438.75528013660994
2020-01-01 20:42:00,Bururi,Bururi_District_5,693.314321476038
2020-01-01 20:34:00,Cibitoke,Cibitoke_District_4,321.9079658021618
2020-01-01 12:54:00,Bujumbura,Bujumbura_District_4,661.673920655953
2020-01-01 05:51:00,Bujumbura_Rural,Bujumbura_Rural_District_2,509.8189997433227
2020-01-01 03:05:00,Cibitoke,Cibitoke_District_4,515.279206586503
2020-01-01 07:21:00,Ruyigi,Ruyigi_District_2,529.7640016347824
2020-01-01 18:29:00,Rutana,Rutana_District_4,500.1596460555103
2020-01-01 20:23:00,Kirundo,Kirundo_District_4,616.3174900956315
2020-01-01 02:28:00,Kirundo,Kirundo_District_3,417.2547973023691
2020-01-01 05:02:00,Cibitoke,Cibitoke_District_4,415.5403185160685
2020-01-01 11:28:00,Makamba,Makamba_District_3,420.726945262443
2020-01-01 19:37:00,Ngozi,Ngozi_District_1,549.7352178589184
2020-01-01 10:55:00,Karusi,Karusi_District_3,596.6379355461235
2020-01-01 20:55:00,Muyinga,Muyinga_District_3,547.1587117680928
2020-01-01 13:34:00,Ngozi,Ngozi_District_4,456.255813714419
2020-01-01 09:39:00,Cibitoke,Cibitoke_District_3,312.31342317877215
2020-01-01 07:29:00,Rutana,Rutana_District_5,599.3511697036179
2020-01-01 01:53:00,Bubanza,Bubanza_District_3,415.4056204770605
2020-01-01 23:56:00,Cibitoke,Cibitoke_District_4,360.59040638906544
2020-01-01 23:13:00,Mwaro,Mwaro_District_3,580.7173229543757
2020-01-01 20:11:00,Bujumbura,Bujumbura_District_5,569.9935233781603
2020-01-01 02:52:00,Kayanza,Kayanza_District_3,500.31378003625554
2020-01-01 05:38:00,Bujumbura_Rural,Bujumbura_Rural_District_3,544.2290886563178
2020-01-01 19:33:00,Bujumbura,Bujumbura_District_3,501.0124219574922
2020-01-01 05:31:00,Rutana,Rutana_District_5,729.1903010540317
2020-01-01 07:57:00,Cibitoke,Cibitoke_District_1,506.12124359854494
2020-01-01 09:34:00,Bururi,Bururi_District_5,394.61912462290064
2020-01-01 13:52:00,Makamba,Makamba_District_2,581.4404102974489
2020-01-01 16:03:00,Cankuzo,Cankuzo_District_5,468.0805314357775
2020-01-01 11:31:00,Muyinga,Muyinga_District_2,648.8511733507374
2020-01-01 05:33:00,Mwaro,Mwaro_District_1,354.39874567079073
2020-01-01 03:53:00,Kayanza,Kayanza_District_1,659.5125711693152
2020-01-01 20:00:00,Cibitoke,Cibitoke_District_4,565.7208673069559
2020-01-01 10:10:00,Gitega,Gitega_District_1,467.4389657533993
2020-01-01 19:40:00,Gitega,Gitega_District_3,563.8688195094606
2020-01-01 12:15:00,Ruyigi,Ruyigi_District_1,502.44296693656634
2020-01-01 23:04:00,Muramvya,Muramvya_District_1,696.2877638681598
2020-01-01 16:19:00,Rumonge,Rumonge_District_5,407.44391936701413
2020-01-01 14:39:00,Bururi,Bururi_District_5,522.8899953546347
2020-01-01 07:51:00,Bujumbura_Rural,Bujumbura_Rural_District_1,576.9925655319606
2020-01-01 18:39:00,Ngozi,Ngozi_District_1,543.7178877263664
2020-01-01 00:47:00,Rumonge,Rumonge_District_4,433.2102447362181
2020-01-01 19:25:00,Cibitoke,Cibitoke_District_1,437.9525861436849
2020-01-01 02:30:00,Bujumbura_Rural,Bujumbura_Rural_District_4,587.1347568189074
2020-01-01 01:41:00,Rutana,Rutana_District_3,503.34356923124153
2020-01-01 21:23:00,Bujumbura_Rural,Bujumbura_Rural_District_2,573.590950725249
2020-01-01 17:49:00,Kayanza,Kayanza_District_5,499.03968516414886
2020-01-01 22:54:00,Makamba,Makamba_District_2,514.4593247748924
2020-01-01 11:25:00,Bururi,Bururi_District_5,752.1957332773512
2020-01-01 23:50:00,Muyinga,Muyinga_District_1,188.29497622624842
2020-01-01 20:39:00,Rutana,Rutana_District_5,386.0039468582707
2020-01-01 06:10:00,Bujumbura,Bujumbura_District_3,456.9366677457725
2020-01-01 17:56:00,Mwaro,Mwaro_District_2,406.5095261885417
2020-01-01 09:42:00,Bujumbura_Rural,Bujumbura_Rural_District_2,595.0310708627583
2020-01-01 06:51:00,Muyinga,Muyinga_District_1,603.9203552125442
2020-01-01 10:44:00,Mwaro,Mwaro_District_3,457.2576080194762
2020-01-01 03:59:00,Muyinga,Muyinga_District_3,455.42857636449196
2020-01-01 04:00:00,Kayanza,Kayanza_District_1,418.8075643892015
2020-01-01 06:39:00,Mwaro,Mwaro_District_1,546.4438148464958
2020-01-01 13:44:00,Muyinga,Muyinga_District_1,439.2573960211549
2020-01-01 21:44:00,Ngozi,Ngozi_District_4,443.28394382598435
2020-01-01 14:19:00,Muramvya,Muramvya_District_4,815.8407451407442
2020-01-01 06:27:00,Rumonge,Rumonge_District_3,416.42706054762255
2020-01-01 08:26:00,Cibitoke,Cibitoke_District_1,315.7314694488294
2020-01-01 14:51:00,Bururi,Bururi_District_3,349.5721147668059
2020-01-01 09:40:00,Ngozi,Ngozi_District_3,492.26784358582626
2020-01-01 06:41:00,Bujumbura_Rural,Bujumbura_Rural_District_1,715.7863786770142
2020-01-01 04:39:00,Bujumbura,Bujumbura_District_3,544.6173045724305
2020-01-01 15:46:00,Karusi,Karusi_District_1,521.824205398779
2020-01-01 23:22:00,Mwaro,Mwaro_District_1,599.1776926766784
2020-01-01 15:49:00,Kayanza,Kayanza_District_2,373.639033600159
2020-01-01 02:17:00,Ruyigi,Ruyigi_District_3,464.255642634272
2020-01-01 18:20:00,Mwaro,Mwaro_District_4,343.9841647810907
2020-01-01 21:37:00,Muyinga,Muyinga_District_2,513.5042892215313
2020-01-01 18:10:00,Bubanza,Bubanza_District_1,513.6382861774586
2020-01-01 15:20:00,Ngozi,Ngozi_District_2,313.342736432455
2020-01-01 11:14:00,Cankuzo,Cankuzo_District_3,652.7157783049364
2020-01-01 14:19:00,Rutana,Rutana_District_4,577.1683459231019
2020-01-01 16:41:00,Muramvya,Muramvya_District_1,340.0097014351961
2020-01-01 15:09:00,Bujumbura_Rural,Bujumbura_Rural_District_2,363.5476469558214
2020-01-01 17:04:00,Bururi,Bururi_District_4,450.3735986076578
2020-01-01 21:10:00,Cibitoke,Cibitoke_District_1,774.5496969636667
2020-01-01 10:31:00,Ruyigi,Ruyigi_District_2,538.8031297049558
2020-01-01 21:54:00,Cankuzo,Cankuzo_District_4,317.77882046910423
2020-01-01 07:58:00,Bujumbura_Rural,Bujumbura_Rural_District_1,589.1622554421125
2020-01-01 10:25:00,Karusi,Karusi_District_1,553.901604252252
2020-01-01 02:01:00,Karusi,Karusi_District_3,367.1703557777146
2020-01-01 05:02:00,Rutana,Rutana_District_2,315.3083019062798
2020-01-01 21:06:00,Rumonge,Rumonge_District_4,593.8256271242597
2020-01-01 14:11:00,Ruyigi,Ruyigi_District_1,532.471719330616
2020-01-01 10:02:00,Rumonge,Rumonge_District_3,554.3961011230748
2020-01-01 02:34:00,Ngozi,Ngozi_District_2,489.6745183649725
2020-01-01 06:08:00,Bururi,Bururi_District_5,342.07125222384917
2020-01-01 15:33:00,Ruyigi,Ruyigi_District_1,368.2452973638047
2020-01-01 19:56:00,Makamba,Makamba_District_3,527.5015457567209
2020-01-01 23:36:00,Bujumbura,Bujumbura_District_3,637.1976345571331
2020-01-01 03:04:00,Bubanza,Bubanza_District_2,515.4175929533569
2020-01-01 10:17:00,Bujumbura_Rural,Bujumbura_Rural_District_3,320.31376747492845
2020-01-01 08:06:00,Cibitoke,Cibitoke_District_4,504.92333000642566
2020-01-01 14:18:00,Ngozi,Ngozi_District_4,627.9134054488601
2020-01-01 00:13:00,Bubanza,Bubanza_District_2,570.1797446949647
2020-01-01 07:37:00,Gitega,Gitega_District_1,593.9794291546089
2020-01-01 23:41:00,Bururi,Bururi_District_4,422.7864098685911
2020-01-01 23:11:00,Kirundo,Kirundo_District_4,612.1158915672708
2020-01-01 23:50:00,Makamba,Makamba_District_1,259.76338224056025
2020-01-01 18:19:00,Ngozi,Ngozi_District_2,559.9205777760477
2020-01-01 00:59:00,Kirundo,Kirundo_District_4,550.1984065986619
2020-01-01 04:39:00,Rumonge,Rumonge_District_4,485.69125246142664
2020-01-01 03:26:00,Rumonge,Rumonge_District_4,488.071909066338
2020-01-01 16:22:00,Cankuzo,Cankuzo_District_5,381.599074673796
2020-01-01 06:07:00,Mwaro,Mwaro_District_1,562.0126799893285
2020-01-01 17:27:00,Kirundo,Kirundo_District_2,555.9077960576021
2020-01-01 00:05:00,Bujumbura,Bujumbura_District_5,597.7531684305626
2020-01-01 18:06:00,Ngozi,Ngozi_District_2,468.5659690681723
2020-01-01 04:36:00,Kayanza,Kayanza_District_3,641.7134227834565
2020-01-01 22:11:00,Rutana,Rutana_District_2,464.17549313410495
2020-01-01 12:53:00,Rutana,Rutana_District_3,533.4071167224082
2020-01-01 06:31:00,Rumonge,Rumonge_District_2,375.5583083689516
2020-01-01 14:21:00,Karusi,Karusi_District_2,661.5194443636964
2020-01-01 00:54:00,Rutana,Rutana_District_3,453.8410386851103
2020-01-01 05:10:00,Bujumbura_Rural,Bujumbura_Rural_District_4,469.6423549796242
2020-01-01 08:07:00,Cankuzo,Cankuzo_District_3,497.72214398197787
2020-01-01 07:52:00,Muramvya,Muramvya_District_4,465.58066802872037
2020-01-01 11:12:00,Rutana,Rutana_District_1,463.3371897796989
2020-01-01 17:23:00,Rutana,Rutana_District_2,569.5564806313167
2020-01-01 15:04:00,Gitega,Gitega_District_2,389.0627615347372
2020-01-01 01:37:00,Ngozi,Ngozi_District_3,364.1685354781561
2020-01-01 12:51:00,Rutana,Rutana_District_1,437.11411961085935
2020-01-01 17:30:00,Cibitoke,Cibitoke_District_4,451.7344373611371
2020-01-01 06:17:00,Ngozi,Ngozi_District_1,469.66304951919767
2020-01-01 19:57:00,Ruyigi,Ruyigi_District_2,368.49817217786665
2020-01-01 16:34:00,Makamba,Makamba_District_2,501.2129623919934
2020-01-01 02:45:00,Kirundo,Kirundo_District_2,711.7382924490704
2020-01-01 06:57:00,Bujumbura_Rural,Bujumbura_Rural_District_2,579.0912264986625
2020-01-01 06:41:00,Rumonge,Rumonge_District_5,507.33408473162274
2020-01-01 19:10:00,Makamba,Makamba_District_2,360.8502920140265
2020-01-01 04:49:00,Gitega,Gitega_District_2,623.4661448255382
2020-01-01 11:08:00,Kayanza,Kayanza_District_4,556.4447930145683
2020-01-01 21:08:00,Bubanza,Bubanza_District_2,554.9197160063261
2020-01-01 15:13:00,Bujumbura_Rural,Bujumbura_Rural_District_3,510.6963274006152
2020-01-01 22:12:00,Bujumbura,Bujumbura_District_2,603.9556875582697
2020-01-01 04:26:00,Muyinga,Muyinga_District_2,475.96636441393946
2020-01-01 15:45:00,Rumonge,Rumonge_District_1,396.3833594322237
2020-01-01 06:28:00,Kayanza,Kayanza_District_5,371.57396116130894
2020-01-01 09:46:00,Bubanza,Bubanza_District_2,280.88500859921777
2020-01-01 13:19:00,Kirundo,Kirundo_District_4,333.73843727744804
2020-01-01 03:25:00,Rumonge,Rumonge_District_5,683.7947703485162
2020-01-01 15:22:00,Cankuzo,Cankuzo_District_5,567.0794367531412
2020-01-01 07:47:00,Cibitoke,Cibitoke_District_3,463.67047371177534
2020-01-01 17:50:00,Rutana,Rutana_District_1,567.8398448678199
2020-01-01 10:20:00,Cibitoke,Cibitoke_District_4,538.4387274581708
2020-01-01 18:55:00,Makamba,Makamba_District_2,424.869983234083
2020-01-01 05:16:00,Makamba,Makamba_District_2,408.67333665989224
2020-01-01 16:13:00,Kirundo,Kirundo_District_2,430.0324605884142
2020-01-01 08:12:00,Ruyigi,Ruyigi_District_1,530.9340207335711
2020-01-01 13:00:00,Muramvya,Muramvya_District_3,599.0639689607282
2020-01-01 00:01:00,Bujumbura_Rural,Bujumbura_Rural_District_2,579.364135766328
2020-01-01 12:46:00,Makamba,Makamba_District_2,468.19865558600486
2020-01-01 18:07:00,Cibitoke,Cibitoke_District_1,438.1645247965995
2020-01-01 19:43:00,Muramvya,Muramvya_District_4,621.6565073616663
2020-01-01 01:35:00,Bujumbura_Rural,Bujumbura_Rural_District_3,562.2416624451523
2020-01-01 10:12:00,Muramvya,Muramvya_District_1,450.4702808536828
2020-01-01 08:23:00,Bujumbura,Bujumbura_District_3,609.1281548207434
2020-01-01 11:58:00,Bujumbura,Bujumbura_District_3,425.182365064421
2020-01-01 03:54:00,Kayanza,Kayanza_District_4,705.4106542107533
2020-01-01 08:02:00,Karusi,Karusi_District_2,404.2279055550766
2020-01-01 05:30:00,Rumonge,Rumonge_District_5,390.9635140110979
2020-01-01 23:25:00,Bujumbura,Bujumbura_District_5,250.7865414177108
2020-01-01 00:47:00,Rumonge,Rumonge_District_2,653.9813043901206
2020-01-01 01:22:00,Kirundo,Kirundo_District_3,209.17176432978667
2020-01-01 05:37:00,Muramvya,Muramvya_District_2,631.6191528573414
2020-01-01 12:49:00,Bujumbura,Bujumbura_District_5,555.934797240623
2020-01-01 09:35:00,Bujumbura,Bujumbura_District_2,545.465504680571
2020-01-01 20:00:00,Bujumbura,Bujumbura_District_4,302.3421854442016
2020-01-01 05:30:00,Rutana,Rutana_District_5,526.685091252233
2020-01-01 14:47:00,Ngozi,Ngozi_District_1,518.8410521613936
2020-01-01 22:43:00,Rutana,Rutana_District_4,371.97610125290686
2020-01-01 01:15:00,Bururi,Bururi_District_2,447.4262951133893
2020-01-01 16:34:00,Ngozi,Ngozi_District_2,534.4883675686566
2020-01-01 13:50:00,Bujumbura_Rural,Bujumbura_Rural_District_1,557.3797030000809
2020-01-01 12:37:00,Kirundo,Kirundo_District_3,299.46917214044066
2020-01-01 07:23:00,Bujumbura_Rural,Bujumbura_Rural_District_4,724.478736270295
2020-01-01 19:45:00,Gitega,Gitega_District_1,352.5613556816542
2020-01-01 02:24:00,Mwaro,Mwaro_District_2,618.4266056075164
2020-01-01 13:22:00,Cibitoke,Cibitoke_District_2,491.50447562466144
2020-01-01 18:16:00,Ngozi,Ngozi_District_4,360.23956380778037
2020-01-01 17:14:00,Muyinga,Muyinga_District_2,373.0850745417849
2020-01-01 19:10:00,Makamba,Makamba_District_1,505.05287425800117
2020-01-01 06:01:00,Gitega,Gitega_District_2,706.8616020444308
2020-01-01 12:46:00,Ngozi,Ngozi_District_4,444.65682123881413
2020-01-01 01:49:00,Gitega,Gitega_District_1,532.8639367271164
2020-01-01 04:35:00,Rumonge,Rumonge_District_2,430.30105733071076
2020-01-01 08:46:00,Kayanza,Kayanza_District_1,499.57226577709497
2020-01-01 22:36:00,Ngozi,Ngozi_District_2,427.85197654106355
2020-01-01 22:38:00,Karusi,Karusi_District_2,546.2238697637874
2020-01-01 04:54:00,Ngozi,Ngozi_District_2,417.24588768722083
2020-01-01 16:36:00,Muyinga,Muyinga_District_2,591.4781462247676
2020-01-01 01:25:00,Kirundo,Kirundo_District_3,599.4949718460898
2020-01-01 01:42:00,Bujumbura_Rural,Bujumbura_Rural_District_4,577.322149158307
2020-01-01 10:12:00,Muramvya,Muramvya_District_2,619.4847830644369
2020-01-01 03:29:00,Bujumbura,Bujumbura_District_4,367.58667534285917
2020-01-01 10:32:00,Mwaro,Mwaro_District_1,484.39137463263773
2020-01-01 10:04:00,Bujumbura,Bujumbura_District_4,513.0228138456114
2020-01-01 00:13:00,Cibitoke,Cibitoke_District_1,456.73380924855627
2020-01-01 15:29:00,Karusi,Karusi_District_3,405.0034007118945
2020-01-01 03:03:00,Makamba,Makamba_District_2,513.8821835378014
2020-01-01 21:31:00,Bujumbura,Bujumbura_District_1,303.18275707960856
2020-01-01 05:19:00,Kirundo,Kirundo_District_3,468.4769290223888
2020-01-01 13:22:00,Bubanza,Bubanza_District_3,539.1473174419914
2020-01-01 04:39:00,Ngozi,Ngozi_District_2,559.5897803172746
2020-01-01 02:50:00,Kayanza,Kayanza_District_3,536.1121653826873
2020-01-01 23:01:00,Bururi,Bururi_District_5,391.9022683706393
2020-01-01 01:05:00,Karusi,Karusi_District_2,423.7606232713782
2020-01-01 00:02:00,Bujumbura,Bujumbura_District_2,319.68258626444253
2020-01-01 17:49:00,Bururi,Bururi_District_4,559.132867756945
2020-01-01 00:30:00,Rutana,Rutana_District_1,564.5230952398581
2020-01-01 08:33:00,Rumonge,Rumonge_District_5,624.4817129249944
2020-01-01 04:00:00,Rutana,Rutana_District_3,381.6052126563363
2020-01-01 04:42:00,Bujumbura,Bujumbura_District_3,524.1112983319816
2020-01-01 16:08:00,Bururi,Bururi_District_1,523.5372165458084
2020-01-01 00:44:00,Cibitoke,Cibitoke_District_2,526.6896747374005
2020-01-01 17:48:00,Gitega,Gitega_District_3,587.5603385321042
2020-01-01 17:16:00,Cankuzo,Cankuzo_District_3,596.7419419700341
2020-01-01 02:03:00,Bujumbura,Bujumbura_District_2,395.05363105987834
2020-01-01 10:49:00,Cibitoke,Cibitoke_District_3,686.1256038019169
2020-01-01 00:13:00,Rumonge,Rumonge_District_1,357.917453817046
2020-01-01 13:13:00,Ngozi,Ngozi_District_4,578.1251412546153
2020-01-01 16:50:00,Karusi,Karusi_District_2,387.7687168629353
2020-01-01 07:09:00,Ruyigi,Ruyigi_District_2,381.2202775822737
2020-01-01 09:52:00,Ruyigi,Ruyigi_District_3,567.3664307943122
2020-01-01 16:44:00,Rutana,Rutana_District_3,687.4350782541303
2020-01-01 08:42:00,Ngozi,Ngozi_District_3,459.6166331066173
2020-01-01 11:54:00,Bubanza,Bubanza_District_2,606.8496756498183
2020-01-01 15:48:00,Rumonge,Rumonge_District_2,581.2975550004276
2020-01-01 07:42:00,Bujumbura,Bujumbura_District_4,661.8469057537162
2020-01-01 01:02:00,Kayanza,Kayanza_District_3,315.0350113821575
2020-01-01 18:31:00,Ngozi,Ngozi_District_3,68.77899989516263
2020-01-01 22:42:00,Gitega,Gitega_District_2,516.1420811558291
2020-01-01 18:53:00,Bujumbura,Bujumbura_District_4,498.07970167067003
2020-01-01 23:28:00,Bujumbura_Rural,Bujumbura_Rural_District_1,603.8551275106781
2020-01-01 05:50:00,Ngozi,Ngozi_District_3,564.2536506315297
2020-01-01 03:39:00,Cibitoke,Cibitoke_District_1,301.54266897081374
2020-01-01 17:34:00,Bujumbura,Bujumbura_District_1,471.8059111678027
2020-01-01 02:53:00,Rutana,Rutana_District_2,594.6329065761987
2020-01-01 13:57:00,Ruyigi,Ruyigi_District_3,361.12622797889605
2020-01-01 10:12:00,Bujumbura,Bujumbura_District_4,341.08019982002446
2020-01-01 12:56:00,Karusi,Karusi_District_2,484.8364314646779
2020-01-01 04:55:00,Makamba,Makamba_District_1,593.5697497476368
2020-01-01 17:33:00,Rumonge,Rumonge_District_4,424.16445778238193
2020-01-01 14:08:00,Cankuzo,Cankuzo_District_4,642.9876182270078
2020-01-01 16:58:00,Cankuzo,Cankuzo_District_4,291.2018331910871
2020-01-01 12:23:00,Cibitoke,Cibitoke_District_4,469.03412410277497
2020-01-01 15:40:00,Cankuzo,Cankuzo_District_4,391.33860056935237
2020-01-01 03:01:00,Cankuzo,Cankuzo_District_4,548.0932285713079
2020-01-01 05:27:00,Bururi,Bururi_District_2,519.2063830775954
2020-01-01 04:33:00,Muramvya,Muramvya_District_1,536.1784415589724
2020-01-01 06:48:00,Kayanza,Kayanza_District_5,454.13122315819703
2020-01-01 06:51:00,Cibitoke,Cibitoke_District_4,654.2408514251324
2020-01-01 13:27:00,Muramvya,Muramvya_District_1,597.2833144375198
2020-01-01 17:36:00,Kirundo,Kirundo_District_4,346.73690472492126
2020-01-01 19:26:00,Cankuzo,Cankuzo_District_4,335.40663442922755
2020-01-01 18:56:00,Kirundo,Kirundo_District_4,423.0708781154319
2020-01-01 18:16:00,Bujumbura_Rural,Bujumbura_Rural_District_3,609.2195593721567
2020-01-01 06:08:00,Bujumbura_Rural,Bujumbura_Rural_District_4,418.9516394958565
2020-01-01 10:16:00,Karusi,Karusi_District_3,506.77170039838944
2020-01-01 23:57:00,Ruyigi,Ruyigi_District_3,583.559653861078
2020-01-01 10:32:00,Makamba,Makamba_District_1,495.11418943091655
2020-01-01 02:47:00,Rumonge,Rumonge_District_1,455.4858351883369
2020-01-01 14:04:00,Rumonge,Rumonge_District_3,332.0502562893183
2020-01-01 05:09:00,Makamba,Makamba_District_3,577.8527864701451
2020-01-01 21:52:00,Kayanza,Kayanza_District_1,324.9815127584887
2020-01-01 18:56:00,Bujumbura,Bujumbura_District_3,382.3500861392825
2020-01-01 09:19:00,Rutana,Rutana_District_4,453.52276085229
2020-01-01 21:01:00,Bujumbura,Bujumbura_District_2,676.5357234772475
2020-01-01 07:08:00,Kayanza,Kayanza_District_2,466.52505909745634
2020-01-01 02:16:00,Cibitoke,Cibitoke_District_1,464.711741719058
2020-01-01 10:21:00,Bururi,Bururi_District_2,466.50195240693625
2020-01-01 21:34:00,Bujumbura_Rural,Bujumbura_Rural_District_2,611.4467231974468
2020-01-01 16:44:00,Mwaro,Mwaro_District_4,297.6500880376076
2020-01-01 02:39:00,Mwaro,Mwaro_District_2,431.3401280256869
2020-01-01 18:46:00,Makamba,Makamba_District_3,538.1207599447406
2020-01-01 00:49:00,Karusi,Karusi_District_2,614.9088238636427
2020-01-01 09:33:00,Ngozi,Ngozi_District_1,512.526535255923
2020-01-01 02:44:00,Kirundo,Kirundo_District_2,405.93420641060277
2020-01-01 10:13:00,Gitega,Gitega_District_1,334.6724993326073
2020-01-01 08:19:00,Gitega,Gitega_District_1,668.8308061994934
2020-01-01 09:35:00,Bujumbura,Bujumbura_District_2,547.3061666589383
2020-01-01 20:35:00,Kirundo,Kirundo_District_4,531.2471410262896
2020-01-01 02:57:00,Cankuzo,Cankuzo_District_4,426.16841658042074
2020-01-01 15:15:00,Bururi,Bururi_District_2,541.7421650898644
2020-01-01 01:44:00,Cankuzo,Cankuzo_District_1,512.555048762227
2020-01-01 18:22:00,Bururi,Bururi_District_2,418.64121502749435
2020-01-01 22:27:00,Bururi,Bururi_District_4,719.3483698476406
2020-01-01 09:43:00,Kayanza,Kayanza_District_4,505.93111169947156
2020-01-01 09:32:00,Rutana,Rutana_District_5,306.6692800513958
2020-01-01 17:28:00,Gitega,Gitega_District_2,412.43171573392726
2020-01-01 13:45:00,Gitega,Gitega_District_2,453.40499066414947
2020-01-01 15:04:00,Kirundo,Kirundo_District_2,548.2934932556805
2020-01-01 16:00:00,Mwaro,Mwaro_District_3,479.8289175879336
2020-01-01 05:04:00,Rutana,Rutana_District_4,641.0188866180963
2020-01-01 13:09:00,Rumonge,Rumonge_District_4,573.6150819288326
2020-01-01 12:12:00,Makamba,Makamba_District_2,538.8158684698623
2020-01-01 01:27:00,Cibitoke,Cibitoke_District_3,414.9430562647954
2020-01-01 00:56:00,Ngozi,Ngozi_District_4,539.324688408295
2020-01-01 20:13:00,Bubanza,Bubanza_District_1,442.4703813281964
2020-01-01 11:17:00,Cibitoke,Cibitoke_District_1,637.6379991556429
2020-01-01 05:39:00,Bubanza,Bubanza_District_1,535.6255495336122
2020-01-01 16:32:00,Bujumbura,Bujumbura_District_4,554.9386303021107
2020-01-01 17:17:00,Muyinga,Muyinga_District_1,304.42083847570876
2020-01-01 07:35:00,Ngozi,Ngozi_District_2,580.6693309814968
2020-01-01 16:23:00,Kirundo,Kirundo_District_2,567.3971264031597
2020-01-01 07:04:00,Makamba,Makamba_District_3,410.80765209699905
2020-01-01 20:21:00,Cibitoke,Cibitoke_District_2,412.16120945617365
2020-01-01 08:59:00,Kayanza,Kayanza_District_2,597.8172202487931
2020-01-01 17:10:00,Makamba,Makamba_District_1,486.1683227085078
2020-01-01 04:40:00,Karusi,Karusi_District_3,605.72972236699
2020-01-01 11:12:00,Mwaro,Mwaro_District_4,490.14849959374675
2020-01-01 02:32:00,Cankuzo,Cankuzo_District_4,436.7697874027399
2020-01-01 05:00:00,Kayanza,Kayanza_District_3,452.85853568866565
2020-01-01 19:37:00,Cibitoke,Cibitoke_District_4,314.7318515242248
2020-01-01 02:54:00,Bujumbura,Bujumbura_District_5,544.2752401507971
2020-01-01 00:48:00,Karusi,Karusi_District_3,418.91964491837825
2020-01-01 13:04:00,Ruyigi,Ruyigi_District_2,377.91689656820483
2020-01-01 06:04:00,Gitega,Gitega_District_2,270.1722480094619
2020-01-01 08:53:00,Makamba,Makamba_District_3,507.8156298832544
2020-01-01 14:19:00,Makamba,Makamba_District_1,613.6063412785263
2020-01-01 05:29:00,Kayanza,Kayanza_District_1,375.5899200877374
2020-01-01 19:41:00,Ngozi,Ngozi_District_1,439.55111472536163
2020-01-01 23:19:00,Karusi,Karusi_District_3,402.99992809604623
2020-01-01 22:30:00,Bujumbura,Bujumbura_District_4,524.3983345273499
2020-01-01 09:53:00,Rumonge,Rumonge_District_5,264.4027399602006
2020-01-01 10:26:00,Rutana,Rutana_District_1,731.5995377919514
2020-01-01 16:07:00,Mwaro,Mwaro_District_2,647.9273491679073
2020-01-01 10:06:00,Cankuzo,Cankuzo_District_4,333.6580283516539
2020-01-01 11:43:00,Rutana,Rutana_District_1,449.56971335961543
2020-01-01 10:20:00,Cankuzo,Cankuzo_District_4,413.65196350706054
2020-01-01 10:43:00,Cibitoke,Cibitoke_District_2,535.0016312113556
2020-01-01 16:43:00,Cibitoke,Cibitoke_District_2,491.7241107469223
2020-01-01 08:41:00,Rutana,Rutana_District_4,714.538091800923
2020-01-01 20:02:00,Bujumbura,Bujumbura_District_3,507.55528159816095
2020-01-01 02:58:00,Kayanza,Kayanza_District_2,529.0025572780927
2020-01-01 23:01:00,Cankuzo,Cankuzo_District_2,372.7014667285081
2020-01-01 07:14:00,Cankuzo,Cankuzo_District_2,255.42746107844042
2020-01-01 19:10:00,Kirundo,Kirundo_District_3,569.0911318635337
